formula,id,identifier,is_public,last_modified,project,KS_indirect_eV,KS_direct_eV,QP_indirect,QP_direct,C_value
AsCl3,5f22a160ad184a29bf240d2c,mp-23280,True,2020-07-30T10:30:56.702000,dtu,4528.05,4769.95,6318.5,6560.4,1790.45
KAsO2,5f22a160ad184a29bf240d2e,mp-30298,True,2020-07-30T10:30:56.869000,dtu,4424.99,4469.88,6347.72,6392.6,1922.73
BaN6,5f22a160ad184a29bf240d30,mp-1707,True,2020-07-30T10:30:57.089000,dtu,4622.42,4622.38,6326.05,6326.01,1703.63
KRb2GaF6,5f22a160b58a4a3d3003a24c,mp-13190,True,2020-07-30T10:30:56.310000,dtu,8098.54,8098.48,11001.3,11001.2,2902.76
BeO,5f22a160b58a4a3d3003a24e,mp-2542,True,2020-07-30T10:30:56.521000,dtu,8162.26,8162.2,11054.7,11054.6,2892.42
KBe3ZnF9,5f22a160b58a4a3d3003a250,mp-18509,True,2020-07-30T10:30:56.679000,dtu,8075.5,8088.1,11175.0,11187.6,3099.52
BeSO4,5f22a160b58a4a3d3003a252,mp-505568,True,2020-07-30T10:30:56.851000,dtu,8308.04,8413.09,11352.0,11457.0,3043.95
Li2CaHfF8,5f22a160b58a4a3d3003a254,mp-16577,True,2020-07-30T10:30:57.031000,dtu,9193.16,9221.29,11370.6,11398.8,2177.48
KTe,5f22a161314c69f46a073a04,mp-2072,True,2020-07-30T10:30:57.310000,dtu,1105.02,1105.01,1694.05,1694.05,589.034
NaInTe2,5f22a161314c69f46a073a06,mp-22483,True,2020-07-30T10:30:57.510000,dtu,1182.27,1412.68,1720.88,1951.3,538.618
AuClO,5f22a161314c69f46a073a08,mp-27265,True,2020-07-30T10:30:57.710000,dtu,1222.05,1351.15,1723.6,1852.7,501.551
YAgTe2,5f22a161314c69f46a073a0a,mp-12903,True,2020-07-30T10:30:57.910000,dtu,1161.36,1161.35,1662.4,1662.39,501.045
Zn(GaTe2)2,5f22a161314c69f46a073a0c,mp-15777,True,2020-07-30T10:30:58.118000,dtu,1215.04,1215.03,1695.73,1695.72,480.692
TaAlO4,5f22a161ad184a29bf240d32,mp-14333,True,2020-07-30T10:30:57.244000,dtu,5178.78,5400.47,6323.22,6544.91,1144.44
CsMgH3,5f22a161ad184a29bf240d34,mp-23751,True,2020-07-30T10:30:57.402000,dtu,4331.26,4680.84,6280.07,6629.65,1948.81
Rb2MoO4,5f22a161ad184a29bf240d36,mp-19212,True,2020-07-30T10:30:57.613000,dtu,4882.25,4971.88,6255.29,6344.93,1373.04
Ca2BN2F,5f22a161ad184a29bf240d38,mp-10233,True,2020-07-30T10:30:57.822000,dtu,4493.36,4493.33,6260.55,6260.51,1767.19
Rb3AlO3,5f22a161ad184a29bf240d3a,mp-14951,True,2020-07-30T10:30:58.029000,dtu,4546.79,4546.76,6378.36,6378.33,1831.57
Cs2CaF4,5f22a161b58a4a3d3003a256,mp-15157,True,2020-07-30T10:30:57.242000,dtu,8342.47,8444.08,11685.7,11787.3,3343.26
KF,5f22a161b58a4a3d3003a258,mp-463,True,2020-07-30T10:30:57.460000,dtu,8684.11,8684.04,12239.1,12239.0,3555.0
NaF,5f22a161b58a4a3d3003a25a,mp-682,True,2020-07-30T10:30:57.673000,dtu,9089.46,9089.39,12410.2,12410.1,3320.72
CsCaF3,5f22a161b58a4a3d3003a25c,mp-7104,True,2020-07-30T10:30:57.885000,dtu,8915.01,8914.95,12532.0,12531.9,3617.0
KMgF3,5f22a161b58a4a3d3003a25e,mp-3448,True,2020-07-30T10:30:58.099000,dtu,9304.19,9505.51,12746.7,12948.0,3442.47
TeAuBr8,5f22a162314c69f46a073a0e,mp-541134,True,2020-07-30T10:30:58.318000,dtu,1219.4,1250.42,1746.65,1777.67,527.255
Na2AsAu,5f22a162314c69f46a073a10,mp-7773,True,2020-07-30T10:30:58.518000,dtu,1145.18,1215.76,1698.87,1769.45,553.691
KNa4GeAs3,5f22a162314c69f46a073a12,mp-16921,True,2020-07-30T10:30:58.717000,dtu,1079.14,1134.9,1697.22,1752.98,618.073
Ca(RhO2)2,5f22a162314c69f46a073a14,mp-17998,True,2020-07-30T10:30:58.918000,dtu,1253.06,1273.85,1653.78,1674.57,400.716
CdAg4Ge2S7,5f22a162314c69f46a073a16,mp-542200,True,2020-07-30T10:30:59.121000,dtu,1196.06,1221.05,1721.86,1746.85,525.806
GeF2,5f22a162ad184a29bf240d3c,mp-7595,True,2020-07-30T10:30:58.238000,dtu,4686.75,5046.09,6425.46,6784.79,1738.7
Ba3NaTaO6,5f22a162ad184a29bf240d3e,mp-8961,True,2020-07-30T10:30:58.442000,dtu,4907.44,4907.4,6419.44,6419.4,1512.0
BaSeO3,5f22a162ad184a29bf240d40,mp-6989,True,2020-07-30T10:30:58.649000,dtu,4643.18,4661.93,6446.99,6465.74,1803.8
PCl3,5f22a162ad184a29bf240d42,mp-23230,True,2020-07-30T10:30:58.866000,dtu,4700.96,4727.05,6549.57,6575.66,1848.61
Al2ZnO4,5f22a162ad184a29bf240d44,mp-2908,True,2020-07-30T10:30:59.074000,dtu,4681.15,4681.14,6528.1,6528.09,1846.95
Cs2NaAl3F12,5f22a162b58a4a3d3003a260,mp-12309,True,2020-07-30T10:30:58.307000,dtu,9231.35,9235.74,12704.2,12708.6,3472.86
LiPF6,5f22a162b58a4a3d3003a262,mp-9143,True,2020-07-30T10:30:58.519000,dtu,9712.05,9711.97,12845.2,12845.1,3133.18
BaSiF6,5f22a162b58a4a3d3003a264,mp-5588,True,2020-07-30T10:30:58.735000,dtu,9605.54,9605.46,12923.4,12923.3,3317.83
SrAlF5,5f22a162b58a4a3d3003a266,mp-16557,True,2020-07-30T10:30:58.942000,dtu,9490.68,9497.98,13040.9,13048.2,3550.21
NaCaAlF6,5f22a162b58a4a3d3003a268,mp-17944,True,2020-07-30T10:30:59.150000,dtu,9481.64,9495.89,13186.4,13200.6,3704.73
NaCuO2,5f22a163314c69f46a073a18,mp-4541,True,2020-07-30T10:30:59.322000,dtu,1177.49,1493.91,1652.79,1969.21,475.295
ReSe2,5f22a163314c69f46a073a1a,mp-541582,True,2020-07-30T10:30:59.522000,dtu,1196.13,1208.5,1656.66,1669.04,460.532
RuS2,5f22a163314c69f46a073a1c,mp-2030,True,2020-07-30T10:30:59.722000,dtu,1204.51,1586.06,1740.85,2122.41,536.348
NaHfCuSe3,5f22a163314c69f46a073a1e,mp-505448,True,2020-07-30T10:30:59.922000,dtu,1227.16,1227.15,1681.49,1681.48,454.326
Ba(InTe2)2,5f22a163314c69f46a073a20,mp-21183,True,2020-07-30T10:31:00.122000,dtu,1244.02,1413.6,1829.29,1998.87,585.274
MgSiN2,5f22a163ad184a29bf240d46,mp-3677,True,2020-07-30T10:30:59.289000,dtu,4610.87,4933.51,6461.1,6783.74,1850.23
Zn4P6SN12,5f22a163ad184a29bf240d48,mp-15833,True,2020-07-30T10:30:59.493000,dtu,4676.99,4804.01,6531.03,6658.05,1854.03
SrCdP2O7,5f22a163ad184a29bf240d4a,mp-17693,True,2020-07-30T10:30:59.699000,dtu,4724.0,4723.97,6534.7,6534.67,1810.7
RbBrO3,5f22a163ad184a29bf240d4c,mp-28872,True,2020-07-30T10:30:59.905000,dtu,4765.75,4774.41,6510.59,6519.25,1744.84
Rb2TiO3,5f22a163ad184a29bf240d4e,mp-5403,True,2020-07-30T10:31:00.115000,dtu,5057.57,5062.34,6488.44,6493.21,1430.88
K2SiF6,5f22a163b58a4a3d3003a26a,mp-3042,True,2020-07-30T10:30:59.365000,dtu,9863.39,9863.32,13431.4,13431.3,3567.98
Na2LiBe2F7,5f22a163b58a4a3d3003a26c,mp-12240,True,2020-07-30T10:30:59.578000,dtu,9722.6,9891.17,13476.8,13645.3,3754.16
SiF4,5f22a163b58a4a3d3003a26e,mp-1818,True,2020-07-30T10:30:59.787000,dtu,10070.7,10417.8,14003.8,14350.9,3933.13
CF4,5f22a163b58a4a3d3003a270,mp-1167,True,2020-07-30T10:31:00.008000,dtu,11751.6,11788.5,16028.2,16065.1,4276.57
KAuSe2,5f22a164314c69f46a073a22,mp-29138,True,2020-07-30T10:31:00.330000,dtu,1234.81,1419.67,1792.37,1977.22,557.557
KAgSe,5f22a164314c69f46a073a24,mp-16236,True,2020-07-30T10:31:00.530000,dtu,1216.02,1216.01,1819.07,1819.06,603.044
NaSbS2,5f22a164314c69f46a073a26,mp-5414,True,2020-07-30T10:31:00.730000,dtu,1268.2,1393.05,1820.64,1945.48,552.439
RbTe,5f22a164314c69f46a073a28,mp-9064,True,2020-07-30T10:31:00.930000,dtu,1166.44,1567.29,1773.29,2174.14,606.848
NaGe,5f22a164314c69f46a073a2a,mp-29657,True,2020-07-30T10:31:01.130000,dtu,1164.95,1164.94,1798.67,1798.66,633.718
MgO2,5f22a164ad184a29bf240d50,mp-2589,True,2020-07-30T10:31:00.323000,dtu,4783.27,4882.04,6570.09,6668.85,1786.81
Sr2YSbO6,5f22a164ad184a29bf240d52,mp-12878,True,2020-07-30T10:31:00.527000,dtu,4769.74,4824.23,6596.14,6650.63,1826.4
Na2SeO4,5f22a164ad184a29bf240d54,mp-5141,True,2020-07-30T10:31:00.738000,dtu,4830.88,4878.18,6647.55,6694.86,1816.68
Zr4Cd(PO4)6,5f22a164ad184a29bf240d56,mp-541299,True,2020-07-30T10:31:00.943000,dtu,4886.92,4886.88,6620.05,6620.01,1733.13
SnF4,5f22a164ad184a29bf240d58,mp-2706,True,2020-07-30T10:31:01.150000,dtu,4877.31,5035.92,6641.97,6800.58,1764.65
Sr2Pb,5f22a164b58a4a3d3003a272,mp-30828,True,2020-07-30T10:31:00.215000,dtu,116.223,128.993,116.223,128.993,0.0
Rh2S3,5f22a164b58a4a3d3003a274,mp-17173,True,2020-07-30T10:31:00.429000,dtu,142.81,142.81,142.81,142.81,0.0
K2MnSe2,5f22a164b58a4a3d3003a276,mp-8716,True,2020-07-30T10:31:00.645000,dtu,86.5415,180.582,127.662,221.702,41.1201
Li2MnO3,5f22a164b58a4a3d3003a278,mp-18988,True,2020-07-30T10:31:00.855000,dtu,93.9022,126.566,144.493,177.157,50.5906
Tl4Te3Pb,5f22a164b58a4a3d3003a27a,mp-20740,True,2020-07-30T10:31:01.064000,dtu,165.212,165.212,165.212,165.212,0.0
BaCuTeF,5f22a165314c69f46a073a2c,mp-13287,True,2020-07-30T10:31:01.338000,dtu,1263.79,1263.79,1848.35,1848.34,584.556
TlPt2S3,5f22a165314c69f46a073a2e,mp-9272,True,2020-07-30T10:31:01.542000,dtu,1292.19,1301.78,1788.55,1798.14,496.36
RbCuPdSe5,5f22a165314c69f46a073a30,mp-11115,True,2020-07-30T10:31:01.746000,dtu,1243.34,1296.78,1752.42,1805.86,509.082
LaCuSe2,5f22a165314c69f46a073a32,mp-11790,True,2020-07-30T10:31:01.946000,dtu,1237.6,1237.59,1760.46,1760.45,522.863
CuRhO2,5f22a165314c69f46a073a34,mp-14116,True,2020-07-30T10:31:02.150000,dtu,1308.36,1412.46,1795.26,1899.36,486.898
BaBAsO5,5f22a165ad184a29bf240d5a,mp-9784,True,2020-07-30T10:31:01.362000,dtu,4877.21,4877.17,6588.94,6588.91,1711.74
K2NaTlF6,5f22a165ad184a29bf240d5c,mp-13798,True,2020-07-30T10:31:01.576000,dtu,4791.46,4791.42,6659.04,6659.01,1867.59
KNa2BO3,5f22a165ad184a29bf240d5e,mp-8263,True,2020-07-30T10:31:01.791000,dtu,4842.42,5049.08,6668.04,6874.7,1825.62
BaGeO3,5f22a165ad184a29bf240d60,mp-13863,True,2020-07-30T10:31:02.011000,dtu,4769.73,4783.43,6721.84,6735.54,1952.11
ScNiSb,5f22a165b58a4a3d3003a27c,mp-3432,True,2020-07-30T10:31:01.271000,dtu,138.45,1285.79,191.663,1339.0,53.2125
RbMnBr3,5f22a165b58a4a3d3003a27e,mp-505596,True,2020-07-30T10:31:01.483000,dtu,108.441,188.486,176.861,256.906,68.4207
CaAgAs,5f22a165b58a4a3d3003a280,mp-5615,True,2020-07-30T10:31:01.698000,dtu,155.593,232.098,220.49,296.994,64.8969
Cu2GeS3,5f22a165b58a4a3d3003a282,mp-15252,True,2020-07-30T10:31:01.919000,dtu,159.021,159.021,159.021,159.021,0.0
CuAgO2,5f22a165b58a4a3d3003a284,mp-7237,True,2020-07-30T10:31:02.132000,dtu,114.503,190.268,159.049,234.814,44.5458
BaYAgTe3,5f22a166314c69f46a073a36,mp-10337,True,2020-07-30T10:31:02.354000,dtu,1313.91,1556.27,1891.97,2134.32,578.058
Zn(InSe2)2,5f22a166314c69f46a073a38,mp-22607,True,2020-07-30T10:31:02.553000,dtu,1333.82,1333.81,1933.05,1933.04,599.238
Au2O3,5f22a166314c69f46a073a3a,mp-27253,True,2020-07-30T10:31:02.754000,dtu,1369.8,1579.32,1878.92,2088.43,509.117
NbCl4,5f22a166314c69f46a073a3c,mp-31040,True,2020-07-30T10:31:02.974000,dtu,1448.23,1456.65,1939.06,1947.47,490.825
Sc2(SeO3)3,5f22a166ad184a29bf240d62,mp-31065,True,2020-07-30T10:31:02.235000,dtu,5212.29,5311.49,6731.7,6830.89,1519.41
HfCl4,5f22a166ad184a29bf240d64,mp-29422,True,2020-07-30T10:31:02.447000,dtu,5059.89,5084.12,6683.56,6707.79,1623.67
SrZrO3,5f22a166ad184a29bf240d66,mp-4387,True,2020-07-30T10:31:02.667000,dtu,5151.44,5179.62,6742.75,6770.93,1591.31
KHSeO3,5f22a166ad184a29bf240d68,mp-24433,True,2020-07-30T10:31:02.870000,dtu,4948.17,5090.75,6772.77,6915.35,1824.6
RbLaO2,5f22a166ad184a29bf240d6a,mp-7972,True,2020-07-30T10:31:03.081000,dtu,4918.2,4926.52,6766.17,6774.49,1847.97
ZrSnTe,5f22a166b58a4a3d3003a286,mp-9289,True,2020-07-30T10:31:02.344000,dtu,144.396,243.705,207.079,306.388,62.6828
CaSbAu,5f22a166b58a4a3d3003a288,mp-16245,True,2020-07-30T10:31:02.550000,dtu,117.994,285.711,167.371,335.088,49.3771
Nb3I8,5f22a166b58a4a3d3003a28a,mp-27772,True,2020-07-30T10:31:02.758000,dtu,167.019,190.21,232.454,255.645,65.4352
MoCl3,5f22a166b58a4a3d3003a28c,mp-22853,True,2020-07-30T10:31:02.987000,dtu,179.824,207.597,276.974,304.747,97.1497
MoSe2,5f22a167314c69f46a073a3e,mp-1634,True,2020-07-30T10:31:03.178000,dtu,1431.29,1431.28,1891.21,1891.2,459.922
PdF4,5f22a167314c69f46a073a40,mp-13868,True,2020-07-30T10:31:03.381000,dtu,1394.48,1396.27,1885.61,1887.39,491.125
P4Ru,5f22a167314c69f46a073a42,mp-504443,True,2020-07-30T10:31:03.585000,dtu,1391.65,1599.03,1881.87,2089.25,490.22
BaSe2,5f22a167314c69f46a073a44,mp-7547,True,2020-07-30T10:31:03.789000,dtu,1290.62,1366.9,1891.93,1968.2,601.308
K2As2Pd,5f22a167314c69f46a073a46,mp-8147,True,2020-07-30T10:31:04.018000,dtu,1234.9,1421.14,1852.86,2039.1,617.958
Mg4Ta2O9,5f22a167ad184a29bf240d6c,mp-17481,True,2020-07-30T10:31:03.296000,dtu,5368.29,5368.25,6823.82,6823.78,1455.54
CaZn2(PO4)2,5f22a167ad184a29bf240d6e,mp-18308,True,2020-07-30T10:31:03.517000,dtu,4898.23,4934.59,6838.6,6874.96,1940.37
Ba4I6O,5f22a167ad184a29bf240d70,mp-29909,True,2020-07-30T10:31:03.733000,dtu,4775.33,4775.29,6825.29,6825.26,2049.96
NaCSN,5f22a167ad184a29bf240d72,mp-6633,True,2020-07-30T10:31:03.955000,dtu,4864.02,4930.19,6765.06,6831.23,1901.05
ZnCl2,5f22a167ad184a29bf240d74,mp-22909,True,2020-07-30T10:31:04.169000,dtu,4787.38,4787.34,6864.72,6864.68,2077.34
Cs6Fe2O5,5f22a167b58a4a3d3003a28e,mp-541385,True,2020-07-30T10:31:03.192000,dtu,197.75,216.279,311.117,329.646,113.366
Ba(ZnP)2,5f22a167b58a4a3d3003a290,mp-7426,True,2020-07-30T10:31:03.398000,dtu,238.663,713.992,343.562,818.89,104.898
Sb2Ru,5f22a167b58a4a3d3003a292,mp-20928,True,2020-07-30T10:31:03.613000,dtu,184.98,563.922,261.039,639.982,76.0596
Cs2CoSe2,5f22a167b58a4a3d3003a294,mp-8770,True,2020-07-30T10:31:03.822000,dtu,166.101,166.1,254.679,254.678,88.5776
Na2In,5f22a167b58a4a3d3003a296,mp-510678,True,2020-07-30T10:31:04.054000,dtu,197.452,296.767,344.888,444.203,147.437
Cs2As2Pd,5f22a168314c69f46a073a48,mp-8857,True,2020-07-30T10:31:04.222000,dtu,1233.39,1520.35,1850.08,2137.04,616.695
Ba4Sb2O,5f22a168314c69f46a073a4a,mp-9774,True,2020-07-30T10:31:04.430000,dtu,1224.25,1224.24,1931.24,1931.23,706.99
K2Se5,5f22a168314c69f46a073a4c,mp-18609,True,2020-07-30T10:31:04.634000,dtu,1277.48,1346.76,1862.75,1932.02,585.262
Rb5SiAs3,5f22a168314c69f46a073a4e,mp-17490,True,2020-07-30T10:31:04.838000,dtu,1216.95,1308.2,1861.87,1953.12,644.919
YZnAsO,5f22a168314c69f46a073a50,mp-546011,True,2020-07-30T10:31:05.042000,dtu,1341.3,1348.02,1894.34,1901.06,553.038
As2SO6,5f22a168ad184a29bf240d76,mp-27230,True,2020-07-30T10:31:04.386000,dtu,5152.85,5210.85,6903.21,6961.21,1750.36
Rb2Li2GeO4,5f22a168ad184a29bf240d78,mp-8450,True,2020-07-30T10:31:04.594000,dtu,4891.83,4962.12,6895.28,6965.57,2003.45
Ba10P6SO24,5f22a168ad184a29bf240d7a,mp-16990,True,2020-07-30T10:31:04.806000,dtu,4976.82,4976.78,6934.47,6934.43,1957.65
BaSi3SnO9,5f22a168ad184a29bf240d7c,mp-18502,True,2020-07-30T10:31:05.011000,dtu,5073.55,5236.97,6908.2,7071.62,1834.65
K3FeO3,5f22a168b58a4a3d3003a298,mp-504570,True,2020-07-30T10:31:04.265000,dtu,262.907,264.63,359.138,360.861,96.2311
TlTe3Pt2,5f22a168b58a4a3d3003a29a,mp-9251,True,2020-07-30T10:31:04.478000,dtu,255.786,505.819,355.228,605.26,99.4417
FeTe2,5f22a168b58a4a3d3003a29c,mp-20653,True,2020-07-30T10:31:04.687000,dtu,293.488,688.087,387.349,781.948,93.8606
Te2Ru,5f22a168b58a4a3d3003a29e,mp-267,True,2020-07-30T10:31:04.897000,dtu,364.555,1215.7,477.349,1328.49,112.794
CdAs2,5f22a168b58a4a3d3003a2a0,mp-471,True,2020-07-30T10:31:05.109000,dtu,335.907,892.102,484.112,1040.31,148.204
Na2AgSb,5f22a169314c69f46a073a52,mp-7392,True,2020-07-30T10:31:05.250000,dtu,1252.15,1425.1,1928.61,2101.56,676.467
CuSe2Cl,5f22a169314c69f46a073a54,mp-31038,True,2020-07-30T10:31:05.454000,dtu,1325.13,1371.81,1907.18,1953.87,582.054
CuSbS2,5f22a169314c69f46a073a56,mp-4468,True,2020-07-30T10:31:05.654000,dtu,1357.02,1504.7,1932.44,2080.11,575.416
FeMoO4,5f22a169314c69f46a073a58,mp-541843,True,2020-07-30T10:31:05.858000,dtu,1423.71,1424.48,1850.94,1851.71,427.231
Na2PdS2,5f22a169314c69f46a073a5a,mp-10223,True,2020-07-30T10:31:06.066000,dtu,1406.32,1855.15,1995.54,2444.37,589.223
SbF3,5f22a169ad184a29bf240d7e,mp-1880,True,2020-07-30T10:31:05.232000,dtu,5107.0,5381.4,6903.16,7177.56,1796.16
ZnSO4,5f22a169ad184a29bf240d80,mp-5126,True,2020-07-30T10:31:05.450000,dtu,5090.71,5113.92,6933.61,6956.82,1842.9
RbN3,5f22a169ad184a29bf240d82,mp-743,True,2020-07-30T10:31:05.657000,dtu,5065.28,5065.24,6984.4,6984.37,1919.13
NaYGeO4,5f22a169ad184a29bf240d84,mp-17543,True,2020-07-30T10:31:05.865000,dtu,4956.22,5058.11,7008.11,7110.0,2051.89
BaLa2BeO5,5f22a169ad184a29bf240d86,mp-18414,True,2020-07-30T10:31:06.073000,dtu,5232.35,5232.31,7029.45,7029.41,1797.1
MgB4,5f22a169b58a4a3d3003a2a2,mp-365,True,2020-07-30T10:31:05.319000,dtu,384.705,842.142,540.139,997.577,155.435
SrCuSb,5f22a169b58a4a3d3003a2a4,mp-10749,True,2020-07-30T10:31:05.529000,dtu,331.473,724.575,475.547,868.649,144.073
BaBiO3,5f22a169b58a4a3d3003a2a6,mp-22942,True,2020-07-30T10:31:05.737000,dtu,390.927,956.339,548.12,1113.53,157.194
GaAs,5f22a169b58a4a3d3003a2a8,mp-2534,True,2020-07-30T10:31:05.945000,dtu,431.888,431.885,576.937,576.934,145.049
RbGa3,5f22a169b58a4a3d3003a2aa,mp-31493,True,2020-07-30T10:31:06.158000,dtu,421.737,589.978,625.89,794.13,204.153
TlInSe2,5f22a16a314c69f46a073a5c,mp-22232,True,2020-07-30T10:31:06.270000,dtu,1408.68,1463.81,2028.06,2083.19,619.379
Tl2PdCl4,5f22a16a314c69f46a073a5e,mp-29889,True,2020-07-30T10:31:06.480000,dtu,1462.65,1942.66,2021.83,2501.84,559.178
Cs2P3,5f22a16a314c69f46a073a60,mp-14652,True,2020-07-30T10:31:06.686000,dtu,1284.82,1487.36,1968.52,2171.05,683.696
GaTe,5f22a16a314c69f46a073a62,mp-542812,True,2020-07-30T10:31:06.886000,dtu,1430.33,1500.66,1992.65,2062.97,562.312
K2PtSe2,5f22a16a314c69f46a073a64,mp-8621,True,2020-07-30T10:31:07.086000,dtu,1430.87,1911.04,2010.64,2490.82,579.774
PNCl2,5f22a16aad184a29bf240d88,mp-23375,True,2020-07-30T10:31:06.279000,dtu,5129.36,5129.32,6977.35,6977.31,1847.99
HfO2,5f22a16aad184a29bf240d8a,mp-352,True,2020-07-30T10:31:06.486000,dtu,5443.35,5481.34,6975.35,7013.34,1532.0
K2ZrGe2O7,5f22a16aad184a29bf240d8c,mp-16871,True,2020-07-30T10:31:06.703000,dtu,5161.09,5161.05,7137.75,7137.71,1976.66
KScO2,5f22a16aad184a29bf240d8e,mp-8188,True,2020-07-30T10:31:06.909000,dtu,5438.48,5843.5,7102.85,7507.87,1664.37
Na4Hf2(GeO4)3,5f22a16aad184a29bf240d90,mp-14526,True,2020-07-30T10:31:07.117000,dtu,5139.78,5139.74,7138.92,7138.88,1999.14
Mg2Ge,5f22a16ab58a4a3d3003a2ac,mp-408,True,2020-07-30T10:31:06.365000,dtu,379.899,1368.8,604.807,1593.7,224.909
LaTeAs,5f22a16ab58a4a3d3003a2ae,mp-10383,True,2020-07-30T10:31:06.613000,dtu,437.77,437.768,640.621,640.619,202.851
Si3Ru2,5f22a16ab58a4a3d3003a2b0,mp-22192,True,2020-07-30T10:31:06.826000,dtu,440.737,440.734,579.71,579.707,138.973
CsCuBr3,5f22a16ab58a4a3d3003a2b2,mp-27336,True,2020-07-30T10:31:07.030000,dtu,412.309,509.915,607.533,705.14,195.225
Fe(SiP)4,5f22a16b314c69f46a073a66,mp-9198,True,2020-07-30T10:31:07.290000,dtu,1408.2,1542.9,1990.73,2125.43,582.524
K2Te2As,5f22a16b314c69f46a073a68,mp-29380,True,2020-07-30T10:31:07.498000,dtu,1361.48,1414.61,2021.35,2074.48,659.873
K2WSe4,5f22a16b314c69f46a073a6a,mp-18138,True,2020-07-30T10:31:07.701000,dtu,1459.85,1459.84,2009.98,2009.97,550.125
Sc2CCl2,5f22a16b314c69f46a073a6c,mp-28479,True,2020-07-30T10:31:07.902000,dtu,1452.49,1759.9,2040.53,2347.94,588.039
Ca3VN3,5f22a16b314c69f46a073a6e,mp-9029,True,2020-07-30T10:31:08.106000,dtu,1474.01,1474.0,2040.36,2040.34,566.341
Rb3PbCl5,5f22a16bad184a29bf240d92,mp-29883,True,2020-07-30T10:31:07.326000,dtu,5026.61,5061.95,7054.48,7089.83,2027.87
Y2C(NO)2,5f22a16bad184a29bf240d94,mp-546864,True,2020-07-30T10:31:07.539000,dtu,5081.92,5087.85,7135.09,7141.01,2053.17
La2MgGeO6,5f22a16bad184a29bf240d96,mp-11585,True,2020-07-30T10:31:07.752000,dtu,5432.22,5519.24,7173.26,7260.28,1741.04
Si2CN4,5f22a16bad184a29bf240d98,mp-30161,True,2020-07-30T10:31:07.959000,dtu,5255.88,5267.78,7168.77,7180.68,1912.89
Li4GeO4,5f22a16bad184a29bf240d9a,mp-4558,True,2020-07-30T10:31:08.168000,dtu,5130.43,5130.39,7241.33,7241.3,2110.9
GaAgTe2,5f22a16bb58a4a3d3003a2b4,mp-4899,True,2020-07-30T10:31:07.231000,dtu,446.178,446.175,624.415,624.412,178.237
Ba(GeAs)2,5f22a16bb58a4a3d3003a2b6,mp-27810,True,2020-07-30T10:31:07.438000,dtu,466.535,694.896,663.941,892.302,197.406
Ca(ZnAs)2,5f22a16bb58a4a3d3003a2b8,mp-9571,True,2020-07-30T10:31:07.644000,dtu,517.872,517.868,732.663,732.659,214.791
GaCuTe2,5f22a16bb58a4a3d3003a2ba,mp-3839,True,2020-07-30T10:31:07.852000,dtu,543.706,543.702,747.625,747.621,203.92
FeAs2,5f22a16bb58a4a3d3003a2bc,mp-2008,True,2020-07-30T10:31:08.058000,dtu,482.465,776.381,665.757,959.672,183.292
Rb(SbSe2)2,5f22a16c314c69f46a073a70,mp-9798,True,2020-07-30T10:31:08.314000,dtu,1376.83,1676.99,2011.64,2311.79,634.805
Zn(RhO2)2,5f22a16c314c69f46a073a72,mp-5146,True,2020-07-30T10:31:08.518000,dtu,1527.47,1528.58,2043.76,2044.87,516.288
ZnSe,5f22a16c314c69f46a073a74,mp-1190,True,2020-07-30T10:31:08.725000,dtu,1514.26,1514.25,2144.6,2144.59,630.336
GeS,5f22a16c314c69f46a073a76,mp-2242,True,2020-07-30T10:31:08.934000,dtu,1496.97,1496.96,2127.99,2127.98,631.024
Co(ClO4)2,5f22a16c314c69f46a073a78,mp-31621,True,2020-07-30T10:31:09.133000,dtu,1582.06,1608.36,2104.22,2130.52,522.156
Cs2NaAsO4,5f22a16cad184a29bf240d9c,mp-8314,True,2020-07-30T10:31:08.375000,dtu,5155.86,5164.33,7163.14,7171.61,2007.28
Si3N4,5f22a16cad184a29bf240d9e,mp-988,True,2020-07-30T10:31:08.583000,dtu,5278.09,5460.48,7184.42,7366.82,1906.33
