snumat-id,formula,HSE,GGA
SM-1888,Ag20F16C4,3.294992,2.037844
SM-13307,Cs4Ag4Al4F24,2.143879,0.0
SM-2980,Ag2Al2O4,2.884742,1.539445
SM-3507,Ag4Al4O8,2.3900959999999998,0.84594
SM-16973,Al1Ag1S2,2.835937,1.743398
SM-16974,Ag2Al2S4,3.055806,1.8917279999999999
SM-16975,Ag2Al2Se4,2.166235999999999,1.137147
SM-17801,Ag2Al2Te4,1.838293,1.07639
SM-14907,Ba2Ag2As2,0.5201560000000001,0.0
SM-16976,Ca3Ag3As3,0.16186699999999998,0.0
SM-10681,Cs4As2Ag2S8,2.5875369999999998,1.489848
SM-10682,As2Xe4Ag2F20,3.551059,1.862139
SM-10683,Ag2Se6As2F12,2.687754,1.623
SM-10684,Ag2Hg2As2S6,1.97659,1.150497
SM-20105,Hg8O16Ag4As4,1.692346,0.726702
SM-16977,K4Ag2As2,1.734808,1.119908
SM-15764,Na4Ag2As2,1.229253,0.684651
SM-10685,As4Pb4Ag4S12,1.9351669999999999,1.173072
SM-16979,Ag4As4S4,0.476823,0.0
SM-16980,Ag6As6S12,2.332249,1.426179
SM-16981,Ag4As4Se4,0.07765100000000001,0.0
SM-16982,Ag1As1Se2,0.324715999999999,0.0
SM-14864,Sr2Ag2As2,0.350938,0.0
SM-13308,Ag2Cu8As6O24,3.04123,0.9155719999999999
SM-10686,Ag2As6O18H4,2.250247,0.694418
SM-10687,Au2Ag2Ba8O12,2.980427,1.959881
SM-17803,Ag2Au2Cl8,2.014716,0.846528
SM-10689,Au1Ag1Cs2Cl6,1.5075049999999999,0.759537
SM-2125,Ag2Au2F8,2.520362,1.082826
SM-16983,Au2Ag2Te8,0.021204,0.0
SM-2126,Ag2Au4F16,2.060208,0.29665
SM-10690,Au6Ag2Rb4I16,1.360323,0.8127289999999999
SM-4883,B12O20Ag4,3.945052,2.222712
SM-10691,Ba2F2Se2Ag2,2.234553,1.253241
SM-10692,Ag2Ba2F2Te2,2.348404,1.5215429999999999
SM-10693,Ba2Ag2La2Se6,2.326826,1.604719
SM-16984,Ba2Ag2P2,0.710516,0.121138
SM-10694,Ba4Ag4Sb4S12,2.064838,1.327256
SM-14768,Ba2Ag2Sb2,0.519553,0.0
SM-10695,Ag2Ba2Y2Se6,2.136067,1.3240939999999999
SM-10696,Y2Ba2Ag2Te6,1.429816,0.763006
SM-18463,Ba8In4Ag4S16,2.643217,1.684316999999999
SM-10697,Cs2Bi1Ag1Br6,2.162012,1.298135
SM-16985,Ca2Ag2Bi2,0.236947,0.0
SM-10698,Bi2Ag2Cl4S2,1.9950809999999999,1.080963
SM-10699,Cs2Bi1Ag1Cl6,2.849919,1.8123559999999999
SM-20106,Ag1Bi1Cr2O8,2.357544,1.4728809999999999
SM-20107,Ag1Bi1Cr4O14,3.013278,1.917619
SM-16986,K4Ag2Bi2,1.203609,0.736109
SM-4092,Bi4W8Ag4O32,3.797539,2.514819
SM-10700,Bi2Ag2P4S12,1.9776200000000002,1.166888
SM-10701,Bi2Se12P4Ag2,2.077407,1.199719
SM-17804,Ag3Bi3S6,1.090961,0.47645299999999996
SM-16988,Ag1Bi1Se2,0.427797,0.049784999999999996
SM-10702,Bi4Ag2Cl2S6,1.484521,0.796627
SM-10703,Bi4Ag2Cl2Se6,1.103107,0.517763
SM-2127,Ag1Bi2F12,2.450174,0.218723
SM-13579,Bi6Ag2S10,1.012792,0.45137499999999997
SM-16991,Mo12Br26Ag2,3.111447999999999,2.025862
SM-10704,Ag2Br2N2H6,3.95534,2.638943
SM-10705,Hg4Ag4Br4S4,2.331397,1.241031
SM-10706,Ag2Pb2O2Br2,1.068393,0.041665999999999995
SM-5169,Ag1Br1,2.013035,0.671593
SM-16992,Cs2Ag2Br4,3.329071999999999,2.034844
SM-16993,Cs2Ag2Br4,3.096206,1.8193329999999999
SM-16994,Cs8Ag4Br12,4.042447,2.7573600000000003
SM-16995,Rb8Ag4Br12,3.950965,2.646834
SM-16996,Pb4Br10Ag2,3.050442,1.958661
SM-13580,Ag2S2O6F6C2,4.554208,2.6569190000000003
SM-13581,Ag4C4N8H12,3.381309,2.228964999999999
SM-10707,K4C4O12Ag4,3.740377,2.252553
SM-4942,Ag2C2N2O2,3.649499,2.372023
SM-10708,Ag6C6N6O6,4.259021,3.154054
SM-4895,Ag2N2C2O2,2.543806,1.3000289999999999
SM-10709,Ag4S4N4C4,3.82678,2.619155
SM-10710,Ag4S4C4N4,3.680051,2.616013
SM-3942,Ag1C1N1,4.286318,2.940288
SM-4896,C4O8N12Ag4,3.704054,2.212373
SM-18462,Ag2N4C4Cl4Sb2F12,4.484769,2.957716
SM-16997,Ag2Cs2C4,3.472215,2.516797
SM-15796,Pb4Ag4S4C8N8O4H4,2.160618999999999,1.397373999999999
SM-17806,Ag1K1C2,3.371901,2.399725
SM-16998,Ag1Li1C2,2.280355,1.308579
SM-10711,Ag2Na2C4N4,3.7664619999999998,2.576314
SM-18464,Ag8O16C16,2.428664999999999,1.20222
SM-10712,Ag4Co4C16O16,3.537611,2.498679
SM-3948,Ag2C8N6,4.67318,3.357065
SM-18465,Ag2Cs4Zn2S10C10N10,4.333575,3.144434
SM-16999,P3Ca3Ag3,0.191869999999999,0.116559
SM-14627,Ag4Ca4Sb4,0.367644,0.0
SM-20109,Ag4V4Cd4O16,3.433337,1.852829
SM-10713,Ag2Cd4Ga2S8,2.092385,1.015877
SM-17808,Ag2Cl2O4,2.202747,0.522174
SM-3771,Ag4Cl4O8,2.182708,0.6160869999999999
SM-17000,Ag4Cl4O12,4.20993,2.325548
SM-10714,Ag2Pb8O8Cl2,3.194673,2.330909
SM-17001,Ag1Cl1O4,4.604647,2.631969
SM-2411,Ag4Cl4O16,4.923812,2.882815
SM-3587,Ag1Cl1O4,4.446148,2.526893
SM-587,Ag1Cl1,2.405207,0.904581
SM-524,Ag2Cl2,2.408414,0.882624
SM-588,Ag2Cl2,1.824397,0.429301
SM-17002,Cs2Ag2Cl4,3.729877,2.263873
SM-17003,Cs2Ag2Cl4,3.657946,2.216312
SM-17809,Cs2Ag2Cl6,0.021304,0.0
SM-17004,Ag4Rb8Cl12,4.404322,2.927575
SM-19911,Ag2Co2O4,1.440709,0.189223
SM-10715,Ag8Co8P8O32,3.413494,1.810657
SM-4852,Ag1Cr1O2,2.899923,1.632221
SM-10716,S12P4Cr2Ag2,1.938362,1.000199
SM-17005,Ag1Cr1S2,1.482975,0.58384
SM-17006,Cr2Ag2Te4,0.19340899999999903,0.0
SM-12949,Ag1Sc1Cr2O10H4,2.302291,1.4846409999999999
SM-4689,Ag2Cr6O16,1.94489,1.00246
SM-17810,Cs4Ag4O4,2.74904,1.4651589999999999
SM-10717,Ag2Cs2N4O12,4.439147,2.609377
SM-2981,Ag4Cs4O4,2.732304999999999,1.460508
SM-17811,Ag4Cs4O4,2.745141,1.461365
SM-10718,Cs4Ag4Se12P4,2.313418,1.362999
SM-17007,Cs4Ag4Se16,2.052412,1.2176
SM-15942,Ag2Cs4F8,2.345506,0.203156999999999
SM-10719,Cs2K1Ag1F6,2.764934,0.62853
SM-17008,Cs8Ag4I12,3.746489,2.65807
SM-10720,Cs4Ag2Nb2S8,3.142943,2.218596
SM-10721,Cs4Ag2Nb2Se8,2.645324,1.817097
SM-10722,Cs4Sb2Ag2S8,2.491449,1.446497
SM-10723,Cs4Ag2Ta2S8,3.511571,2.58846
SM-10724,Cs4Ag2V2S8,2.204025,1.58958
SM-10725,Cs10Ag2Si6O18,4.322567,2.79909
SM-17009,Ag8Cu8F24,3.753581999999999,1.312536
SM-10726,Ag4Cu4P4O16,2.157499,0.585286
SM-20110,Ag4Cu4V4O16,2.666034,0.9377759999999999
SM-17010,Ag2Cu2S2,1.282232999999999,0.636041
SM-17812,Ag2Cu2S2,1.251828,0.611795
SM-15823,Ag4Cu4S4,1.399464,0.803879
SM-10727,Ag2Cu4S8P2,2.3902769999999998,1.4037789999999999
SM-10728,Xe4Ag2P2F20,2.044617,1.104735
SM-10729,Na1Ag1Zr2F11,2.957515,0.6023700000000001
SM-10730,Ag1Pd1Zr2F11,2.780484,0.551833
SM-2128,Ag1Sb2F12,2.81117,0.369231
SM-1771,Ag1Ta2F12,3.190341,0.7251280000000001
SM-10731,Sr2F2S2Ag2,2.312078,1.2540959999999999
SM-13583,Sr2F2Se2Ag2,2.039965,1.067121
SM-10732,Sr2F2Te2Ag2,2.138427,1.321603
SM-900,Ag1F1,1.25455,0.0
SM-2104,Ag1Zn1F3,3.579519,1.867372
SM-12950,Ag2Mn2F8O8H16,1.751207,0.0
SM-2274,K2Ag2F8,3.719233,1.829391
SM-2129,K4Ag2F8,2.897303,0.420153
SM-1772,Na2Ag2F8,3.337537,1.512535
SM-2130,Ag4Na8F16,2.949394,0.65297
SM-2391,Ag2Pd2F12,2.197446,0.241175
SM-2275,Ag4Sb4F24,3.538918,1.655065
SM-2131,Ag1Sn1F6,2.664888,0.251584
SM-2160,Ag1Ti1F6,2.322284,0.172653
SM-2169,Ag4Ir4F28,1.480644,0.061293
SM-17013,Xe2F18Ag2,3.132798,1.521364
SM-4853,Ag2Fe2O4,2.241361,1.203598
SM-4863,Ag4Fe4O8,2.342042,1.294462
SM-13584,Ag4Fe4O8,2.479446,1.2230359999999991
SM-17014,Ag2Fe2O4,2.255681999999999,1.201254
SM-10733,Ag4Fe4Se8O24,2.936438,1.684858
SM-20111,Ag2V4Fe2O14,2.427155,1.413167
SM-10734,Ag1Fe2Ga1Te4,1.991083,1.278177
SM-15953,Ag4Fe8S12,0.6428459999999999,0.0
SM-18128,Ag4Fe8S12,2.184133,1.206869999999999
SM-4884,Ag4Ga4O8,1.653232,0.21007299999999998
SM-10735,Ag2Ga2Se12P4,1.390136,0.548871
SM-17015,Ag2Ga2S4,1.9857969999999991,0.905913
SM-17016,Ag2Ga2S4,2.036564,0.9086019999999999
SM-13585,Ag2Ga2Se4,1.236867999999999,0.243710999999999
SM-17017,Ag2Ga2Te4,0.904909,0.227571
SM-18959,La6Ag2Ge2S14,2.8881229999999998,1.957509
SM-10736,Ge4Ag2S14Na10,2.80012,1.704363
SM-13587,Ag2Ge4P6O24,4.168306999999999,2.2690040000000002
SM-13588,Ag4S8O16Na4H8,3.243006,1.905525
SM-10737,Ag4V4O16H8,3.103427,1.9610189999999998
SM-12951,Mo1Ag1S4N1H4,1.972149,1.243615
SM-12952,W1Ag1S4N1H4,2.431259,1.658038
SM-10738,Rb2Ag2Hf2Te6,0.744525,0.235177
SM-10739,Hg4Ag4I4S4,2.157059,1.140222
SM-10740,Hg4Ag4I4S4,2.291369,1.265602
SM-20112,Hg4Ag4V4O16,2.638469,1.198883
SM-10741,Ag4Hg8N4O20,1.844451,0.415049
SM-10742,Hg8Ag4P4O16,2.229886,1.200399
SM-4057,Ag2Hg6Sb2O12,1.863856,0.673361
SM-17018,Ag8I8O24,3.691648,2.287747
SM-17019,Ag8I8O24,3.214058,1.76431
SM-3787,Ag2I2O8,1.011294,0.0
SM-17020,Se12I4Ag4,2.249577999999999,1.322154
SM-17021,Te12I4Ag4,1.621149999999999,0.925883
SM-248,Ag1I1,2.488344,1.338733
SM-5111,Ag4I4,2.510047,1.352438
SM-250,Ag2I2,2.456006,1.398201
SM-259,Ag1I1,0.9890800000000001,0.0
SM-264,Ag2I2,1.8081479999999999,0.659463
SM-249,Ag1I1,1.8141800000000001,0.661945
SM-265,I2Ag2,2.524868,1.366053
SM-17022,Tl2Ag2I4,2.249163,1.562408
SM-17023,K8Ag4I12,3.666546,2.572374
SM-13589,Ag2Pd2I6O18,2.804656,1.2921459999999991
SM-17024,Rb8Ag4I12,3.666182,2.566776
SM-17025,Ag3I9Tl6,3.189507,2.302644
SM-17026,Tl12Ag4I20,1.7982609999999999,1.031397
SM-2982,Ag3In3O6,1.407334,0.154163
SM-20113,Ag2In2W4O16,2.118964,0.792268
SM-10743,Ag2In2P4S12,2.088778,1.087767
SM-10744,Ag2In2P4Se12,1.387156,0.538007
SM-17027,Ag2In2S4,1.2639,0.287844
SM-17028,In1Ag1S2,0.877934999999999,0.026851999999999997
SM-17029,Ag4In4S8,1.4337090000000001,0.421518
SM-17030,Ag2In2Se4,0.73799,0.018415
SM-17031,Ag2In2Te4,0.7147069999999991,0.059662
SM-17032,Ag1In5Se8,1.059729999999999,0.23080199999999998
SM-17033,Ag1In5Te8,0.9126839999999999,0.284829
SM-10745,Ag4K4N8O24,4.197526,2.396933
SM-17815,K4Ag4O4,2.805628,1.462945
SM-17034,K4Ag4O4,2.803897,1.4606839999999999
SM-17816,K4Ag4O4,2.809626,1.4664139999999999
SM-10746,Ag4K4P8O24,4.693617,2.8619529999999997
SM-17035,Ag2K2Se2,1.3684910000000001,0.47307899999999997
SM-10747,K4Ag2Nb2S8,3.03595,2.119317
SM-13590,K4Ag2P2,1.845227,1.215124
SM-10748,K8Ag4Sb4S16,2.074138,1.069901
SM-10749,K4Ag2Ta2S8,3.379195,2.4683800000000002
SM-10750,Ag2V2S8K4,2.279966,1.525048
SM-17036,K4Ag2Sb2,1.732412999999999,1.1726
SM-10751,K4Ag2V2Se8,1.874215,1.189953
SM-10752,K6Se16Sn6Ag2,1.96219,1.107226
SM-4938,La2O2S2Ag2,2.473914,1.378346
SM-10753,Ag2La2Ti2O8,3.057938,1.484807
SM-10754,La6Ag2S14Si2,2.875283,2.000518
SM-16130,Ag1Li2Sb1,0.8709910000000001,0.178726
SM-10755,La6Sn2Ag2S14,2.881473,1.8682809999999999
SM-10756,La6Ag2Si2Se14,2.443941,1.664837
SM-10757,La6Se14Ag2Si2,2.493373,1.7070319999999999
SM-10758,La6Sn2Ag2Se14,2.04707,1.246136
SM-14476,Ag1Lu1O2,3.50209,2.11758
SM-14447,Ag4Lu4Se8,2.075283999999999,1.210865999999999
SM-4919,Ag4Mg4V4O16,3.551923,2.181213
SM-13591,Mg8Ag8Sb8,0.36009499999999905,0.0
SM-10759,Ag8Mn8P8O32,3.305978,1.735677
SM-20114,Ag4Mn4V4O16,3.040452,1.9745000000000001
SM-17037,Ag4Mn4O16,1.069216,1.085179
SM-17039,Ag1N1O2,3.325447,1.721322
SM-17040,Ag8N8O24,3.669108,1.820196
SM-17041,Ag8N8O24,3.645899,1.791422
SM-3742,Ag1O3N1,3.623656,1.6939359999999999
SM-3216,Ag2O6N2,3.468997,1.75657
SM-10760,Na2Ag2N4O8,4.027926,2.29428
SM-10761,Ag4Rb4N8O24,4.247861,2.41473
SM-1292,Ag2N6,2.713634,1.547412
SM-1365,Ag2N6,2.775649,1.557226
SM-2983,Ag4Na4O4,2.402114,1.274934
SM-17042,Ag4Na4O4,2.354542,1.243414
SM-4887,Ag4Na4S8O12,3.95316,2.69656
SM-15767,Na4Ag2Sb2,1.108,0.607131
SM-2984,Na6Ag2O4,2.306442,1.206962
SM-17043,Na6Ag2S4,3.272071,2.269988
SM-19912,Ag8Nb8O24,2.936949,1.629274
SM-19913,Nb8Ag8O24,2.9403289999999997,1.627351
SM-20384,Nb4Ag4O12,2.052807,0.8250419999999999
SM-3772,Nb1Ag1O3,2.606289,1.370589
SM-10762,Rb4Ag2Nb2S8,3.090945,2.162857
SM-10763,Nb2Rb4Se8Ag2,2.57987,1.749904
SM-2985,Ag2Nb6O16,2.8489619999999998,1.515914
SM-2986,Ag4Rb4O4,2.71851,1.397799
SM-17044,Ag4Rb4O4,2.715988,1.39569
SM-1153,Ag8O8,0.856,0.086185
SM-1012,Ag4O4,0.818282,0.10750499999999999
SM-20385,Ag1Rh1O2,2.109262,0.5845859999999999
SM-2412,Ag1Sc1O2,3.533055,2.140471
SM-18220,Ag8P8O24,3.788802,1.9878809999999991
SM-2988,Ag2Sb2O6,1.585515,0.059718
SM-3788,Ag4Sb4O12,1.672013,0.062953
SM-3257,Ag2Ta2O6,3.15123,1.803102
SM-2413,Ag2Ta2O6,3.163197,1.8131089999999999
SM-20115,Tl4Ag4Te4O12,3.362494,2.203174
SM-18466,Ag8Te8O24,2.654460999999999,1.351785999999999
SM-19914,Ag8V8O24,2.9844019999999998,1.8149600000000001
SM-19915,Ag8V8O24,2.386002,1.4541089999999999
SM-10764,Ag4Zn4P4O16,3.558443,1.9062139999999999
SM-2414,Re2Ag2O8,3.077374,1.818905
SM-3104,Ag2Tc2O8,2.925856,1.692419
SM-10765,Ag4Se4V4O20,1.564451,0.8801800000000001
SM-20116,Te4Ag4V4O20,3.214169,2.217346
SM-20117,Ag4Tl4V8O24,3.206957,2.085333
SM-5250,Ag2P30,1.7743229999999999,1.104804
SM-10766,Ag2Rb4S8P2,3.297518,2.181523
SM-17046,Ag2S6P2,2.2778259999999992,1.253879
SM-10767,Ag4Zn4P4S16,3.366781,2.2805239999999998
SM-14991,Ag2Sr2P2,0.8444249999999991,0.10425299999999901
SM-10768,Ag2Sc2P4S12,3.090082,1.971702
SM-10769,Ag2Se12Sc2P4,2.492782,1.551414
SM-10770,Se6Ag1V1P2,1.161688,0.521741
SM-635,Ag4P8,1.378546,0.750842
SM-10771,Pb4Ag4Sb4S12,1.557504,1.051429
SM-17047,Rb4Ag4Se16,1.9493639999999999,1.124579
SM-10772,Rb8Ag4Sb4S16,2.45492,1.372531
SM-10773,Rb4Ag2Ta2S8,3.462573,2.533296
SM-10774,Ag2V2S8Rb4,2.296546,1.553317
SM-10775,Rb4Ag2V2Se8,1.753126,1.236178
SM-10776,Sn6Ag2Se16Rb6,2.013179,1.145202
SM-17829,Tl4Ag4S4,0.5895619999999999,0.0
SM-17048,Ag4Sb4S8,2.070761999999999,1.307521
SM-17049,Ag4Sb4S8,2.054733,1.291823
SM-17050,Ag4Sb4S8,2.060182999999999,1.296887
SM-17051,Ag2Ta2S6,0.415099,0.0
SM-17052,Ag2Ta2S6,0.41612600000000005,0.0
SM-10777,Tl8Ag4Ta4S16,2.736992,1.893101
SM-17053,Sc1Ag1Se2,1.546012,0.6224879999999999
SM-13594,Ag4Sc4Se8,1.6780190000000001,0.7822870000000001
SM-17054,Tl4Ag4Se4,1.069677,0.494083
SM-14305,Ag4Y4Se8,2.074443999999999,1.230401999999999
SM-15037,Ag4Tl4Te4,1.117518999999999,0.616888
SM-17055,Tl12Ag4Te8,0.818936,0.432429
SM-14300,Y2Ag2Te4,1.525024,0.8573310000000001
SM-12953,Bi4Ag4S6Al4Cl16,2.785359,1.832409
SM-10778,Cs4Ag8As4S12,2.5338249999999998,1.668981
SM-4924,Ag2As1K1O4,1.7112049999999999,0.16608
SM-20118,Ag4As2V2O12,2.385534,1.359168
SM-18204,Ag16As8S16,1.314572,0.502381999999999
SM-13309,Ba2Ag4Cu2V4O16,2.851663,1.018042
SM-10779,Ba1Ag2Ge1S4,1.633857,0.5829219999999999
SM-10780,Ba1Ag2Ge1Se4,0.962017,0.113063
SM-20119,Ba2Ag4Hg4O8,2.105166,1.210807
SM-20217,Ag2Ba1Mn1V2O8,3.400922,2.469453
SM-14951,Ba1Ag2S2,1.9393440000000002,0.866919999999999
SM-10781,Ba1Ag2Sn1S4,1.366827,0.452931
SM-10782,Ba1Sn1Ag2Se4,0.8625689999999999,0.085954
SM-14685,Ba4Ag8Te8,1.359283999999999,0.660636999999999
SM-10783,Cs4Bi4Ag8S12,1.683501,1.001029
SM-2989,Ag8Bi4O12,1.129547,0.48054199999999997
SM-3500,Ag8Bi4O12,1.186643,0.505096
SM-10784,Bi8Ag8Cl8S12,2.5012659999999998,1.6241349999999999
SM-10785,Ag8Br4N4O12,3.176511,1.59643
SM-10786,Hg7Br6Ag2P8,1.445563,0.709231
SM-3972,Ag8N8C4,2.184969,1.102893
SM-3791,Ag4O6C2,1.957255,0.5651689999999999
SM-19916,Ag12C6O18,2.225142,0.798446
SM-3330,Ag4C4O8,3.823517,2.138669
SM-2569,Ag4C4O8,3.865693,2.178183
SM-18356,Ag4Cu2Cs2N8C8,3.606686,2.690566
SM-18467,Ag4Cu2K2N8C8,3.3630050000000002,2.536634
SM-18181,Ag4Cu2Rb2N8C8,3.600362,2.694168
SM-18468,Ag4Fe2C10N12O2,2.767057,1.442035
SM-20120,Ag4Ca2V8O24,2.8726,1.8996089999999999
SM-10787,Ag4Cd2Ge2S8,1.578331,0.5087809999999999
SM-10788,Ge4Cd4Ag8S16,1.824434,0.7383700000000001
SM-17834,Ag2Cd1I4,2.886769,1.797742
SM-10789,Ag8Cl4N4O12,3.296601,1.682294
SM-15964,Pd2Ag4Cl8,2.4244,1.087724
SM-4674,Ag8Cr4O16,2.153293,1.218978
SM-4751,Ag4Cr4O14,2.263689,1.298976
SM-17056,Cs4Ag8I12,3.314453,2.260207
SM-10790,Cs4Ti2Ag4S8,2.204082,1.525452
SM-10791,Cs2Ag2Zr1Te4,2.062371,1.423772
SM-10792,Cs6Sb6Ag4S16,1.841762,0.9660139999999999
SM-10793,Ag4Cu2N8O24,2.978371,1.055572
SM-17057,Ag4Cu4O6,2.049534,0.438332
SM-10794,Ag2Zn1Zr2F14,0.8572500000000001,0.291498
SM-12954,Ag4I2F2O2H4,2.51476,1.343308
SM-10795,Ag8P4O12F4,2.7774389999999998,1.104789
SM-12955,Ag2K1Fe1V2O8,2.867273,1.728862
SM-12956,Ag2Rb1Fe1V2O8,2.907763,1.761256
SM-10796,Ag4Si2Fe2S8,2.655924,1.655191
SM-10797,Ag4In4Ge2S12,1.936037,0.8678319999999999
SM-10798,Ag4In4Ge2Se12,1.281025,0.37174599999999997
SM-10799,Ge2Ag4K4S8,2.646125,1.616284
SM-10800,Ge2Se8Ag4K4,1.880177,1.033186
SM-2990,Ag8Ge4O12,1.239655,0.234174
SM-20121,Ag4Zn2Ge2O8,1.825308,0.34692599999999996
SM-10801,Pb2Ag4Ge2S8,2.282968,1.362426
SM-10802,Ag4Ge2Rb4S8,2.954077,1.880788
SM-17836,Ag4Ge2S6,1.402822,0.38578799999999996
SM-10803,Ag6P3O12H3,2.874943,1.303072
SM-12957,Ag4Li2P6O20H4,4.306001,2.5038489999999998
SM-13596,Ag2I1O6H3,2.365721,0.6868779999999991
SM-10804,Te2Ag4O12H8,2.127276,0.662986
SM-18469,Pd2Ag4S4O12N4H12,3.173364,1.7887749999999991
SM-17058,Hf4Ag8S12,1.9750549999999991,1.133092
SM-10805,Hg2I4Ag4S2,2.213423,1.175465
SM-17838,I4Hg1Ag2,2.153297,1.176696
SM-17839,Hg1Ag2I4,1.999088,1.049262
SM-2991,Hg4Ag8O8,1.309485,0.436652
SM-13597,Hg2Ag4S4,1.336486999999999,0.41299399999999997
SM-10806,Ag4Hg2Sn2Se8,0.533597,0.021041
SM-20122,Hg4Te6Ag4O24,1.1975500000000001,0.20712799999999998
SM-10807,Hg7I6Ag2P8,1.305034,0.6548309999999999
SM-17059,Ag4Zn2I8,3.174983,2.11865
SM-10808,Ag2Ti1I6O18,3.640956,2.241355
SM-10809,Ag4In4Si2S12,1.996988,0.927172
SM-10810,Ag4In4Si2Se12,1.3535679999999999,0.43641199999999997
SM-10811,Ag4Nb2Se8K2,2.146425,1.378359
SM-10812,Ag2K1P1S4,2.339999,1.186324
SM-10813,Sb4Ag8S12K4,2.575568,1.695903
SM-10814,K1Ag2Sb1S4,1.610489,0.5696669999999999
SM-10815,Ta2Ag4Se8K2,2.454055,1.667049
SM-10816,Ag4Sn2Se8K4,1.645592,0.7968219999999999
SM-20123,Ag2La2Ti3O10,3.104871,1.713287
SM-13310,Ag4Sr2Mn2V4O16,2.90992,1.899865
SM-10817,Te8Ag4Mo2O24,2.915628,1.827431
SM-2415,Mo2O8Ag4,3.4909689999999998,1.9104800000000002
SM-2992,Mo4Ag4O14,2.591079,1.482791
SM-10818,Ag2Mo3Te3O16,3.03254,1.772596
SM-15647,Nb8Ag4O22,3.42029,2.081400999999999
SM-19917,Ag4Nb8O22,3.366296,2.035186
SM-19918,Ag4Nb8O22,3.704959,2.315914
SM-19919,Ag4Nb8O22,3.703001,2.314892
SM-19920,Ag4Ta8O22,4.100783,2.367201
SM-19921,Ag4Te8O22,1.870719,0.860057
SM-19922,Ag4V8O22,1.585619,0.947955
SM-20124,Ag4Sr2V8O24,3.045519,1.961104
SM-19095,Ag4O2,1.121675,0.0
SM-4879,Ag8Pb4O8,2.102152,1.12122
SM-3231,Pd1Ag2O2,1.145458,0.027888
SM-19096,Ag4O4,0.7162400000000001,0.0
SM-19097,Ag4O4,0.846208,0.087616
SM-2416,Ag8S4O12,3.5437,2.211667
SM-2417,Ag8Se4O12,3.122742,1.667216
SM-2993,Ag8Si4O12,2.182569,0.871489
SM-19923,Te4Ag8O12,3.109046,1.673657
SM-2994,Ag8Ti4O12,2.545708,1.238543
SM-19098,Ag4O6,1.7766089999999999,0.398582
SM-3645,Ag4S2O8,3.031638,1.248019
SM-3756,Ag4Se2O8,1.84802,0.159935
SM-20125,Ag4Zn2Si2O8,2.269231,0.737352
SM-10819,Ag4V2P2O12,2.678355,1.623959
SM-3786,Ag4Sb4O12,1.675186,0.060251
SM-2995,Ag4Te4O12,2.494537,1.223917
SM-19924,Ag8Te8O24,2.6016909999999998,1.380522
SM-10820,Pb2Ag4P4O14,4.033985,2.361495
SM-10821,Pd2Ag4P4O14,3.04552,1.196688
SM-2418,Ag4S4O14,4.323809,2.408543
SM-3829,Ag4Te4O14,0.28418000000000004,0.0
SM-2996,W4Ag4O14,2.614495,1.324139
SM-10822,Rb3Ag6Sb3S12,1.640306,0.594662
SM-282,Ag8S4,2.04097,1.00349
SM-435,Ag8S4,0.245883,0.0
SM-6094,Ag8S4,1.96479,1.046569
SM-19099,Ag8S4,2.197685,1.138825
SM-19100,Ag4S2,1.677959,0.9555509999999999
SM-17060,Ag8Si4S12,2.470208,1.317879
SM-17845,Te2Ag4S6,2.131638,1.262155
SM-10823,Ag4Si2Zn2S8,2.919359,1.790905
SM-10824,Zn1Sn1Ag2S4,1.217172,0.24068199999999998
SM-1563,Ag8Se4,0.180829,0.0
SM-1613,Ag8Se4,0.08121,0.0
SM-3830,As2Ag6O8,1.065766,0.0
SM-17061,As2Ag6S6,1.953894999999999,1.134119
SM-17062,Ag12As4S12,2.530116999999999,1.5988229999999999
SM-17063,As2Ag6S8,1.327752,0.302014
SM-17064,Ag6As2Se6,1.433043999999999,0.729594
SM-13598,K3Ag3As2,1.815478999999999,1.197415
SM-17065,Ag12Au4Se8,0.8922460000000001,0.03858
SM-17066,Ag12Au4Te8,0.6295589999999991,0.11677799999999999
SM-2997,Ag12B4O12,2.194885,0.867748
SM-13599,Ag12S4Br4,1.005146,0.051070000000000004
SM-12958,Ag6S2O12N6C2,3.5285159999999998,2.074056
SM-12959,Cd1Ag3Rb1N6C6,3.94695,2.727376
SM-10826,Ag3Fe1C6N6,2.263035,0.0
SM-12960,Ag3Mn1K1N6C6,3.439095,2.362067
SM-12961,Ag3C6N6K2Na1,3.829615,2.626833
SM-12962,Ag3K2Na1C6N6,3.900177,2.664786
SM-16100,Cs2Ag6S4,1.376493999999999,0.452824
SM-10827,Ag6Cr2O8Cl2,2.181977,1.223936
SM-18960,Sb3Co6Ag9O18,1.48577,0.366784
SM-17067,Ag6Cs2Se4,1.024015,0.19644
SM-17068,Ag12Cu4S8,1.02206,0.15298299999999998
SM-17069,Ag12Cu4S8,1.9467050000000001,1.066914
SM-2171,Ag6Hf4F28,0.8450500000000001,0.0
SM-12963,Ag3Na3W2O6F6,3.915562,2.352382
SM-887,Ag6F16,2.302602,0.277618
SM-18961,Ag6Fe2V4O16,2.487261,1.410702
SM-10828,Ag6Ge6Sn4P12,0.48827899999999996,0.21995199999999998
SM-17070,Ag6Ge10P12,0.914798999999999,0.5671579999999999
SM-17071,I1S1Ag3,1.518287999999999,0.540606
SM-17072,S1I1Ag3,1.669996,0.636645
SM-10829,In1Ag3P2O8,2.877482,1.274639
