snumat-id,formula,HSE,GGA
SM-16752,Co4Sb8O16,3.008082,1.990701
SM-15886,Co2Se2O8,3.553213999999999,2.093552
SM-15843,Co8Se8O32,3.6474480000000002,2.188871
SM-15338,Co4Se8O20,3.68299,2.490677999999999
SM-12021,Pb2Co1Te1O6,2.76871,1.725337
SM-16179,Pb4Co2Te2O12,3.086405,1.590028
SM-12022,Pb2Co1Te1O6,2.8961069999999998,1.500278
SM-12024,Pb2Co1W1O6,2.464149,1.388866
SM-16753,Co2Pt6O12,1.193139,0.18187899999999999
SM-7932,Co2Sb4O12,1.5137289999999999,0.24435199999999999
SM-12025,Sr4Co2Te2O12,2.502542,1.41208
SM-12026,W1Co1Sr2O6,2.364058,1.311541
SM-12027,W2Co2Sr4O12,2.974336,1.80552
SM-15436,Co4Ta8O24,4.011806,2.452792
SM-16058,Co1V2O6,2.774215,1.9644149999999991
SM-15626,Co2V4O12,2.926759,2.131268
SM-16096,Sr4Co2Se6O18,4.362489,2.800490999999999
SM-7935,Co8P8Se8,1.394409,0.609717
SM-5388,Co4P8,0.557685,0.16192099999999998
SM-7939,Co4Si12P12,1.8887289999999999,1.199236
SM-20573,Co4P12,0.11003499999999901,0.0
SM-16754,Rb4Co2S4,3.72375,2.300903
SM-16344,Co2Rh4S8,1.351471,0.44954299999999997
SM-15290,Co8Sb8S8,1.234413,0.470218
SM-7941,Co2Sb2S2,0.5659200000000001,0.0
SM-15363,Co4Sb4S4,1.345001,0.588326999999999
SM-7942,Ti1Co1Sb1,1.404118,0.9482879999999999
SM-7092,Co4Sb12,0.7492209999999999,0.151618
SM-17726,Ge2Co4O8,2.694215,1.494842
SM-16761,Co8S12Ge12,1.151615,0.482755
SM-16762,Co8Se12Ge12,1.137221,0.426946
SM-16763,Co8Ge12Te12,1.028759,0.464949
SM-13433,Co8P4O20H4,4.242916,2.477562
SM-16212,Mo2Co2Na1O10H3,0.8297839999999991,0.08609899999999901
SM-19046,Pb2Co4P4O20H8,4.755352,3.002189
SM-12030,K4Na8Co4O10,3.356991,1.970396
SM-12031,Co4Rb4K8O10,2.884149,1.626004
SM-16765,Co4K12O10,2.8169049999999998,1.582501
SM-18817,La8Co8O20,2.378818,0.995319
SM-13434,Rb4Na8Co4O10,3.112332,1.82426
SM-12032,Rb2Co4Na14O12,2.53816,1.355471
SM-19983,Rb8Co8O12,2.7771529999999998,1.56985
SM-4954,Rb10Co4O8,2.451262,1.270846
SM-15204,Co4P4O14,4.548734,2.663785
SM-16768,Co4Sb4O14,1.945716,0.694005
SM-15447,Sr4Co8P8O32,4.745265,2.945161
SM-15677,Co4Te6O16,3.6566680000000003,2.479708999999999
SM-12034,Co2Ta4Pd1Se12,0.09189399999999999,0.0
SM-17727,Co8Sn12Se12,0.9192779999999999,0.381889
SM-16770,Co8Sn12Te12,1.033563,0.471723
SM-19010,Co3Cr4P6O24,3.230614,1.892839
SM-12035,Sb8Co6F12O12,3.325246,2.238764
SM-13435,Co3P2O16H16,2.690477,1.347126
SM-12036,In1Sn1Co3S2,0.73867,0.178192
SM-1235,Co6O8,2.830857,0.262816
SM-16070,Co6P4O16,4.606033,2.859137999999999
SM-15586,Co6V4O16,2.868457999999999,1.753489
SM-16771,Rb4Co6S8,1.885104,0.691098
SM-6380,Co6S8,1.601645,0.688738
SM-7095,Co6Se8,1.200856,0.448928
SM-16777,Sr6Co5O15,0.9707819999999999,0.48918199999999995
SM-18825,K3Cr11S18,1.387761,0.58923
SM-7995,Cs3Cr3F12,3.954999,2.351343
SM-13873,Cr1O8Cs1N2H8,3.162046,1.572286
SM-17728,Cs4Cr4I12,2.15955,1.305155
SM-12037,Cs1Cr1P2S7,2.616896,1.521968
SM-16101,Cs4Cr2F20H8,2.999931,1.6575900000000001
SM-15493,Cs6Cr2F14,1.812012999999999,0.654963
SM-19985,Cu1Cr1O2,2.690795,1.596808
SM-19986,Cu2Cr2O4,3.009277,1.942991
SM-4979,Cr2Cu2Sr4S2O6,2.2668719999999998,1.2800719999999999
SM-15862,Cu2Cr2O8,2.892489,1.254456
SM-12038,Cu4Cr4P8S24,2.03388,1.132503
SM-16153,Cr1Cu1S2,0.883924,0.184553
SM-4754,Cr4F8O8,3.570436,2.137321
SM-7530,Cr2F4,3.465435,2.226737
SM-15640,K4Cr4F12,3.936635,2.742598
SM-17729,K4Cr4F12,3.6911329999999998,2.604974
SM-7996,K2Cr2F6,1.804343,0.7815369999999999
SM-4702,Cr4F12O4,3.539539,1.924301
SM-6383,Cr2F6,4.132786,2.530487
SM-15928,Na8Cr4F16,3.821802,2.819782
SM-5414,Cr8F32,3.161052,1.61884
SM-16031,Cr2Mn2F10,3.111449,2.059232
SM-16782,Rb4Cr4F20,2.9139939999999998,1.490019
SM-7531,Cr4F20,2.865657,1.408739
SM-15393,Cr1K1F6,2.6266719999999992,1.321381
SM-18377,Cr2Li4F12,3.211463,1.387238
SM-7997,Cr2F12Li4,2.726948,1.387803
SM-17730,Mg1Cr1F6,2.776307,1.416396
SM-15831,Cr1Mo1F6,2.151951999999999,0.639902999999999
SM-16784,Cr4Na4F24,2.626493,1.289434
SM-15234,Rb1Cr1F6,2.6159879999999998,1.313762
SM-18826,Xe4Cr4F24,3.119165,1.606111
SM-12039,Cr2K4F16H4,3.175385,1.815211
SM-12040,Cr1Na2F8H2,3.083672,1.715218
SM-4678,Cr2Fe2O6,2.824085,1.828414
SM-7998,Fe4Cr4P4,0.513764,0.220238
SM-7999,Ga4Cr4Se12,1.683081,0.861846
SM-12041,Li2Cr2Ge4O12,4.124077,2.540958
SM-13436,Li4Cr4Ge8O24,4.089615,2.489114
SM-12042,Na2Cr2Ge4O12,3.966187,2.393445
SM-13198,Cr1S2O8N4H10,3.925513,2.726147
SM-12043,I7Cr1N6H18,2.543352,1.634942
SM-13437,La4Cr4O20H4,3.648772,2.52985
SM-4700,Cr2O4H2,3.58508,2.105826
SM-13874,Cr2Rb6O12H12,4.682243,3.211883
SM-12044,Cr2O8N4H16,4.15387,2.96231
SM-4725,Hg2Cr2O8,2.477664,1.352993
SM-4716,Hg4Cr4O16,2.758951,1.749589
SM-12045,Hg2Pb4Cr2O12,2.471035,1.922074
SM-12046,Hg12Cr4S8O16,2.9201479999999997,1.639376
SM-12047,Hg10Cr2S4O10,2.628492,1.811427
SM-16786,Hg10Cr2O12,1.676935,0.709428
SM-12048,K4Cr4I4O24,3.936516,2.658821
SM-5419,Cr2I4,2.05708,1.168635
SM-7097,I8Cr4,2.543412,1.573114
SM-16033,Rb4Cr4I12,2.196047,1.345126
SM-6384,Cr2I6,1.664296,0.896285
SM-6385,Cr2I6,1.752936,0.9687079999999999
SM-16787,Tl8Cr2I12,2.175422,1.311389
SM-16788,Tl8Cr2I12,1.865488,1.047201
SM-4753,In4Cr4O12,2.92115,1.6725349999999999
SM-4950,Cr1K1O2,4.087182,2.633859
SM-4940,Cr2K2O4,4.279498,2.824045
SM-20172,K2Cr2V4O14,3.098322,2.110402
SM-12049,K1Cr1P2S7,2.605309,1.511881
SM-15470,Cr1K1S2,2.153068,1.249992
SM-12050,Mn1Cr1K3O8,1.7902639999999999,0.8431219999999999
SM-16789,K3Cr1O4,1.865924,1.075998
SM-16790,Cr1K3O8,3.474641,1.7458879999999999
SM-15727,La4Cr4S8O4,1.935621,1.100043999999999
SM-19987,La2Cr2O6,3.659907,2.595638
SM-19988,La4Cr4O12,4.138675,2.742442
SM-4485,La2Cr2O6,4.236901,2.834922
SM-18827,La4Cr4O16,1.8790149999999999,0.963702
SM-20173,La2Cr2Te2O12,3.438317,2.707973
SM-8000,La4Cr4S12,0.9277869999999999,0.332708
SM-8001,La4Cr4Se12,0.505065,0.020586
SM-4675,La8Cr4O24,2.984161,1.996828
SM-13199,La6W2Cr2S6O12,2.348959,1.478373
SM-12051,Mo4Cr2Li2O16,3.667825,2.363708
SM-12052,Rb2Li2Cr2O8,4.129206,2.981902
SM-12053,Rb2Li2Cr2O8,4.10367,2.964371
SM-12054,Cr2P4O14Li2,4.150241,2.4832359999999998
SM-12055,W4Cr2Li2O16,3.341587,2.023192
SM-8002,Cr1Li1S2,1.9423869999999999,1.042317
SM-15592,Lu2Cr2O8,1.204805,0.157472999999999
SM-4684,Mg8Cr8O32,3.511997,2.366395
SM-4686,Mn2Cr2O8,1.765869,0.685288
SM-12056,Y4Mn2Cr2O12,1.986472,0.7354200000000001
SM-13875,Pb4Mn4Cr2O18,2.291386,1.1766199999999991
SM-12057,Mo2Cr2V2O14,3.481383,2.300566
SM-16792,Na2Cr2O4,4.493022,3.055296
SM-12058,O12Si4Cr2Na2,4.327951,2.68463
SM-16018,Cr1Na1S2,2.032200999999999,1.126976
SM-16003,Cr1Na1Se2,1.138949,0.40741299999999997
SM-19989,Na8Cr2O8,3.264679,1.996882
SM-4693,Ni2Cr2O8,2.980814,2.245148
SM-19422,Cr1O2,0.759888,0.0
SM-4661,Sc4Cr4O12,3.963926,1.052412
SM-4933,Y4O12Cr4,4.021428,2.547655
SM-19990,Y2Cr2O6,3.084581,1.929601
SM-1251,Cr2O6,3.47649,2.267616
SM-4746,Cr12P12O48,3.979219,2.331536
SM-4669,Cr4P4O16,3.440903,1.8164609999999999
SM-4750,Pb4Cr4O16,2.750172,1.992646
SM-4726,Pb4Cr4O16,3.075594,2.549497
SM-4697,Sr4Cr4O16,3.969478,2.8468459999999998
SM-4687,Sr16Cr8O32,3.235485,1.8210089999999999
SM-16793,Tl8Cr4O16,2.968998,2.228192
SM-16794,Tl8Cr4O16,3.069774,2.285619
SM-19991,Cr2V2O8,2.917102,1.726694
SM-15711,Cr4V4O16,3.384772999999999,2.027362
SM-19992,Cr4W4O16,1.665089,0.625809
SM-19993,Y2Cr2O8,2.031604,0.2039
SM-16795,Y2Cr2O8,2.048312,0.9074939999999999
SM-12059,Sr4Cr2Sb2O12,2.749091,1.439799
SM-12060,Sr2Cr1Ta1O6,3.796337,2.724384
SM-4637,O24Ta8Cr4,0.850971,0.34111599999999903
SM-4456,Ta8O24Cr4,1.626825,1.068588
SM-20174,Y2Cr2Te2O12,4.05893,2.6565659999999998
SM-20175,Rb2Cr2V4O14,3.095476,2.107948
SM-15875,Cr2P2S8,1.905081,0.889687999999999
SM-15840,Cr2P2S8,1.909208999999999,0.8935790000000001
SM-15873,Cr2P2Se6,1.95516,1.105565
SM-15894,Cr1Rh2Se4,0.253898,0.0
SM-6389,Cr4S4,1.922324,1.059024
SM-8011,Sb4S12Cr4,1.554822,0.870007
SM-15593,Cr1V2S4,0.6304729999999991,0.054645999999999
SM-8012,Sb4Cr4Se12,1.142767,0.521268
SM-17731,Te6Cr2Si2,0.753973999999999,0.222849
SM-16797,Cr2Si2Te6,0.761748,0.228931
SM-7534,Cr3Si6,1.340796000000001,0.385325999999999
SM-18643,Cr3Si6,1.341492,0.38520099999999996
SM-15933,Cs6Cr4I18,1.7549890000000001,0.8596039999999999
SM-4638,Cu2Cr4O8,2.234203,0.754365
SM-4731,Cu2Cr4O8,2.038499,0.418553
SM-13439,Cr2Cu5P4O18,1.958184,0.11974399999999999
SM-6393,Cr8F20,2.112799,1.250287
SM-12061,Fe1Cr2K1O8,2.668225,1.65425
SM-4657,Fe2Cr4O8,2.203028,1.550126
SM-4730,Fe4Cr8O16,2.042906,1.527339
SM-4696,Fe4Cr8O16,2.415743,1.706444
SM-15992,Fe1Cr2S4,1.452728,0.626744
SM-16158,Fe1Cr2Se4,0.510062,0.0
SM-13440,Hg4Cr4O18H4,3.475154,2.250649
SM-15628,Na1In1Cr2O10H4,3.8558079999999992,2.682221
SM-13200,K2Mg1Cr2O10H4,4.175217,2.916392
SM-13201,Zn2K4Cr4O20H8,3.949803,2.8387729999999998
SM-12062,Cr4Li4O18H8,3.831166,2.607857
SM-12063,Cr4O14N4H16,3.978655,2.7265829999999998
SM-19994,Hg2Cr4O8,2.496676,1.232306
SM-4735,Hg3Cr6O21,3.102705,1.943145
SM-4710,Hg24Cr8O40,2.30601,1.511973
SM-4660,Hg24Cr8O36,2.638846,1.829472
SM-12064,Cr8P4O16I4,2.739567,1.717366
SM-4727,Cr8K8O28,3.9651389999999997,2.706146
SM-4756,Cr8K8O28,3.982371,2.697431
SM-13876,O8Cr2K3Na1,4.192764,3.046173
SM-15781,Cr4K6Na2O16,4.181281999999999,3.028228
SM-4961,Cr2N8O1Li14,3.341061,2.43039
SM-20219,Sr6Cr2O1N8Li2,2.642755,1.8304749999999999
SM-4663,Mg4Cr8O16,4.1236369999999996,2.551128
SM-4459,Mg2Cr4O8,4.105304,2.643869
SM-19995,Mg2Cr4O8,4.145391,2.680702
SM-4952,Mg2Cr4O8,4.146006,2.680936
SM-3878,Mn2Cr4O8,3.835415,2.524621
SM-8015,Mn1Cr2S4,1.296421,0.537412
SM-4673,Cr8Mo12O48,3.733653,1.246849
SM-17732,Cr4O14Na4,3.911401,2.619404
SM-4691,Cr8O28Na8,3.727543,2.484646
SM-15596,Ni2Cr4O8,3.254948,2.355906
SM-16014,Ni2Cr4S8,1.8657629999999992,0.964251
SM-4749,Te8Cr4O22,3.338327,2.169719
SM-4722,Cr8S12O48,4.371017,2.66919
SM-19424,Cr4O6,4.172056,2.747022
SM-19996,Cr4Si2O8,2.949342,1.9563709999999999
SM-2965,Zn2Cr4O8,4.010749,2.564247
SM-3907,Zn2Cr4O8,3.998875,2.554768
SM-3888,Zn2Cr4O8,4.012216,2.563282
SM-4640,Cr4Re2O12,1.2779,0.124807
SM-4740,W2Cr4O12,2.773644,1.535134
SM-4671,Rb8Cr8O28,4.028055,2.738816
SM-4704,Rb8Cr8O28,4.005169,2.745256
SM-4705,Rb4Cr4O14,3.858003,2.62201
SM-4743,Sr8Cr16O56,3.621285,2.463819
SM-4736,Tl4Cr4O14,2.381171,1.701531
SM-18646,Cr4S6,1.092546,0.18622000000000002
SM-15118,Zn2Cr4S8,1.745501,1.045532
SM-13877,Zn2Cr4S8,1.750872999999999,1.050859999999999
SM-13878,Zn2Cr4S8,1.756256,1.04637
SM-16079,Zn2Cr4Se8,1.007465,0.27994199999999997
SM-4747,Cs12Cr18O60,3.292618,2.078098
SM-13202,K1S2Cr3O14H6,3.868327,2.2867100000000002
SM-18198,K2Cr6S10,1.910806,1.110173999999999
SM-4767,Li2Cr6O16,2.2780839999999998,0.372789
SM-4729,Na2Cr6O16,2.790114,1.673695
SM-4672,Rb16Cr24O80,3.269191,2.045863
SM-4688,Tl8Cr12O48,2.619153,1.502275
SM-4712,Cr24P16O64,3.280409,2.113904
SM-4715,Rb2Cr6O16,2.707985,1.689556
SM-4738,Tl2Cr6O16,2.630264,1.6517549999999999
SM-16799,Rb2Cr6S10,1.90745,1.129728
SM-6402,Cr6S8,1.436466,0.7871849999999999
SM-16800,Tl2Cr6Se10,1.072689,0.41685000000000005
SM-13441,Cs2Cu1Cr4O16H4,3.3525679999999998,1.615132
SM-12065,Cr4Fe1Cu1S8,0.771585,0.152671
SM-13442,Rb2Cu1Cr4O16H4,3.32283,1.597926
SM-12066,In1Se8Cr4Cu1,0.558187,0.07625699999999999
SM-12067,La2Cu6Cr8O24,1.824506,0.74485
SM-12068,Y1Cu3Cr4O12,1.5330219999999999,0.197768
SM-13443,Cu3Cr4P6O24,2.956832,0.816155
SM-13203,K2Zn1Cr4O16H4,3.829295,2.637654
SM-4683,K4Cr8O26,3.064545,1.863657
SM-16801,In1Cr5Se8,0.573924,0.014433999999999999
SM-17733,K1Cr5S8,1.394689,0.599027
SM-16802,Rb1Cr5S8,1.397603,0.598842
SM-8017,Rb2Cr10Se16,1.132953,0.416249
SM-17734,Tl1Cr5S8,1.331359,0.598345
SM-16803,Tl2Cr10Se16,1.028951,0.020791999999999998
SM-4742,Cr6P8O28,2.064349,1.295184
SM-4717,Cr14P12O48,1.472538,0.696579
SM-3065,Cs2Mo6O18,1.22078,0.791584
SM-4054,Tl24Cs40Sn4O12,0.343285,0.118353
SM-18232,Cs2Cu2F8,3.837287,1.720432
SM-12069,Cs2La4Cu2Se8,1.894127,1.25264
SM-19999,Cs4Cu4O4,2.358994,1.506855
SM-20000,Cs2Cu2O2,2.402479,1.489916
SM-16804,Cs2Cu2O4,2.863171,1.2365949999999999
SM-8018,Cs4Cu4S16,2.888506,1.8863189999999999
SM-16805,Cs4Cu4S24,2.170747,1.31669
SM-12070,Cs2Zr2Cu2Se6,1.120573,0.44848699999999997
SM-8019,Cs4Cu4Se16,1.907919,1.148556
SM-16806,Cs4Cu8F20,4.439746,2.260202
SM-16807,Cs2Cu4I6,3.275442,2.438205
SM-12071,Cs4Nb4Cu8Te16,1.7004679999999999,1.073593
SM-12072,Cs1Cu2Sc3Te6,0.819708,0.157937
SM-12073,Cs4Ta4Cu8Te16,1.921768,1.312084
SM-12074,Cs2Cu6Lu4Se10,2.226293,1.436592
SM-3860,Cs1Cu3O2,2.975278,1.768117
SM-15433,Cs1Cu3S2,2.7977920000000003,2.199284999999999
SM-12075,Cs2Ti2Cu6Se8,2.240786,1.438725
SM-8020,Cs2Cu10S6,1.275904,0.6299629999999999
SM-16346,Cs4O4D4,5.168899,3.621372
SM-16808,Cs3Mg3D9,3.719154,2.687604
SM-15321,Cs6Mg6D18,3.962414,2.951943
SM-848,Cs1F1,7.076575,5.286518
SM-929,Cs1F1,7.864497,5.959107
SM-16347,Cs4P4F8O8,7.039878,5.220706
SM-20001,Cs1Hg1F3,2.406669,0.6526839999999999
SM-13879,Cs2Mo2O4F6,4.635314,3.117657
SM-2323,Cs1Pb1F3,4.005093,2.938655
SM-2324,Cs1Sr1F3,8.198585,6.200348
SM-2325,Cs2Tl2F6,3.185747,2.100249
SM-16222,Cs2Mn2F8O4H8,3.613689,2.049167
SM-13444,Cs4Mn4F16,3.374363,1.9665059999999999
SM-13204,O20F8Cs2Ti4P6,4.115702,2.585665
SM-12076,K4Cs2Pd2F10,4.503659,2.282579
SM-15057,Os2Cs2F10N2O2,3.252179,1.047977
SM-12077,Cs2Ni2Pd2F10,2.9379239999999998,0.732977
SM-12078,Cs2Rb4Pd2F10,4.512686,2.310158
SM-2142,Cs2Pd4F10,2.421816,0.27450199999999997
SM-13445,Cs4Fe8F24,1.329327,1.147554
SM-13205,Cs1Sb1S6F6O18,4.196756,2.631889
SM-2326,Cs1Ru1F6,3.723032,1.187596
SM-15719,Cs4Fe4I16,2.001236,0.955026
SM-15066,Cs1Fe1Mo2O8,3.551906,2.237111999999999
SM-16348,Mo2Fe1Cs1O8,3.243519,2.07991
SM-17453,Cs2Fe2O4,4.999271,3.432731
SM-12079,Cs2Fe2S4O16,3.486345,2.15189
SM-16809,Cs4Ga4S12,3.606102,2.446698
SM-17735,Cs4Ga4Se12,2.649137,1.633776
SM-17454,Cs8Ga8Te16,2.031557,1.28607
SM-16810,Cs4Ga12S20,3.797142,2.653091
SM-7540,Cs3Ga9,0.318127999999999,0.034127999999999
SM-18236,Ge1Cs1I3,1.340255,0.9339770000000001
SM-12080,Cs2Ta2Ge2S10,1.6497009999999999,0.963119
SM-16812,Ge16Cs8Na8,1.458069,0.9380529999999999
SM-13207,Cs2V2P6O20H2,3.062715,1.987707
SM-15028,Cs4O8H4S4,5.37586,3.980562
SM-16349,Cs2S4O14H2,7.331619,5.426304
SM-5436,Cs1H1,3.602544,2.693223
SM-5437,Cs1H1,3.149353,2.226093
SM-15729,Cs4S4O12N4H8,6.9642800000000005,5.237095
SM-16350,Cs2P2O8H4,6.996327,5.262213
SM-15048,Cs4P4O16H8,6.997562999999999,5.260466
SM-15073,Cs4P4O16H8,6.9992290000000015,5.269746
SM-15093,Cs4P8N4H12,2.541456,1.9865119999999992
SM-12081,Cs3N6Li3H12,3.696728,2.254678
SM-16351,Cs2Sb2O10H8,5.097507,3.310798
SM-8021,Cs4N8H20,3.403021,2.172729
SM-12082,Cs2Li4N6H12,1.590019,0.534979
SM-12083,Hg2La2Cs2Se6,2.284762,1.43465
SM-12084,Hg2Cs2Y2Se6,2.271762,1.393533
SM-16105,Cs4Mo4I4O24,3.372328,2.2771500000000002
SM-16813,Cs4I4O16,4.363029,2.510582
SM-238,Cs1I1,4.685534,3.698159
SM-5438,Cs1I1,4.73557,3.744093
SM-189,Cs1I1,4.8348700000000004,3.871615
SM-239,I1Cs1,4.686614,3.699214
SM-16814,Cs2Mn2I6,3.948685,3.051285
SM-16104,V4I6Cs2O26,2.539009999999999,1.808495
SM-8022,Cs4Pb4I12,3.554686,2.819813
SM-8023,Cs1Pb1I3,1.94832,1.444688
SM-8024,Cs4Sn4I12,3.098494,2.429881
SM-20006,Cs1I3Sn1,0.76336,0.423813
SM-17736,I6Sn2Cs2,0.9847279999999999,0.633162
SM-16815,Cs4Sn4I12,0.9852179999999999,0.6111179999999999
SM-16238,Cs2V2I6,3.62066,2.787602
SM-202,I12Cs4,2.713494,1.852982
SM-16816,Cs4In4I16,3.017226,2.047913
SM-16076,Cs4Tl4I16,1.7740509999999992,0.979138
SM-16052,Ta2Cs2I12,1.715863999999999,1.033857999999999
SM-16135,Cs8In8S16,3.191308,2.178535
SM-16007,In8Cs8Se16,2.522587,1.610933
SM-16817,Cs8In8Te16,2.082983,1.3411009999999999
SM-8025,Cs4In12O20,2.787691,1.434495
SM-16818,In5S8Cs1,2.151942,1.299592
SM-8026,Cs1K2Sb1,1.430175,0.831579
SM-13208,Sn5Zn4S17Cs1K5,2.650871,1.5939889999999999
SM-12085,La1Cs1Nb2O7,2.781219,1.413561
SM-14595,Cs1La1S2,3.365069,2.492022
SM-12086,Cs2La2Zn2Te6,2.314133,1.662541
SM-15451,W4Lu2Cs2O16,4.638396999999999,3.236407
SM-8027,Cs2Lu2S4,3.113149,2.142691
SM-14878,Cs1Lu1S2,3.052284,2.063548
SM-13446,Cs2Mn2P8O24,3.141378,1.6553069999999999
SM-15973,Cs4Mn4O16,3.361577,2.347574
SM-12087,Cs2Mo2O22N6,4.152655,2.469064
SM-16015,Cs4Mo4P4O24,3.8858420000000002,2.445802
SM-12088,Cs2Mo4P6O26,2.81187,0.755061
SM-16819,Nb2Cs2N4,2.372353,1.538697
SM-1278,Cs2N6,5.318157,4.112216
SM-8029,S2Cs2Na2,3.488778,2.52751
SM-8030,Se2Cs2Na2,3.004145,2.106062
SM-8031,Na2Cs2Te2,2.745124,1.999917
SM-12090,Pb4Cs4Na12O16,2.845243,1.472702
SM-12091,Cs1Nb1P2O8,3.790645,2.546822
SM-12092,Cs1Sr2Ta3O10,3.260711,1.979686
SM-16352,Cs1Ta3Se2O12,3.9196619999999998,2.528614
SM-12093,Cs2V6Se4O24,3.485362,2.326053
SM-12094,Cs2V6Te4O24,3.570379,2.434784
SM-12095,Cs1Ti3P5O19,4.184176,2.662792
SM-16353,Cs4S4P4O8,5.352587,4.068417
SM-17737,Cs2Sb2O4,3.399524,2.408935
SM-16354,Cs2Y2O4,4.204511,2.852973
SM-1024,Cs4O12,0.042338,0.0
SM-13447,Cs4V4P4O20,4.15628,2.841906
SM-15958,Cs2Te4O12,1.426145,0.6670269999999999
SM-12097,Cs1Sb1P2O8,4.74049,2.994048
SM-12098,Cs2V2S4O16,3.222018,2.089959
SM-4071,Cs4Sb4V8O32,4.010596,2.653998
SM-16822,Cs2V6O16,3.022681,2.072332
SM-12099,Pb4P4S16Cs4,3.293629,2.43815
SM-12100,Pb4Cs4Se16P4,2.466024,1.613805
SM-16823,Cs2P2S6,2.98374,1.912806
SM-12101,Cs4Sn4P4S16,2.703338,1.971501
SM-8032,Cs1P3Zn4,0.795743,0.337595
SM-654,Cs4P28,1.960299,1.234151
SM-16824,Cs2Pt4Se6,1.6705100000000002,1.039554
SM-17738,Cs4Sb4S8,2.571106,1.760111
SM-16180,Cs2Sn2S6,2.660702,1.656552
SM-15414,Cs2Sb4S8,1.878586,1.180972
SM-16825,Cs4Sb4S24,1.299022,0.880338
SM-16826,Sb8Cs8Se16,1.882998,1.180355
SM-4423,Cs8Sb8,1.045362,0.541416
SM-4442,Sb16Cs16,1.074472,0.541114
SM-15273,Cs2Sb4Se8,1.5627749999999991,0.979344999999999
SM-16133,Cs2Sn2Se6,1.897916,1.064286
SM-16075,Cs4Te4Se12,1.074981999999999,0.528577
SM-12102,Cs2Se6Y2Zn2,3.102255,2.235574
SM-16197,Cs4Si4Te12,1.7693329999999992,1.14289
SM-12103,Cs2Y2Zn2Te6,2.173147,1.462588
SM-1414,Cs4Te16,0.8338909999999999,0.440415
SM-5439,Tl12Cs12,0.415634,0.193649
SM-12104,Cs2K1Cu1F6,3.844207,1.76346
SM-12105,Cs4Cu2Nb2Se8,2.581064,1.751116
SM-19011,Cs4Cu2P4O14,3.813666,1.7167729999999999
SM-12106,Sb4Cu4S10Cs4,2.13655,1.419028
SM-12107,Cs4Sb4Cu4Se10,1.677768,1.062116
SM-12108,Cs4Ti2Cu4Se8,2.317761,1.591699
SM-15742,Cs2Cu3Ti1F12,4.5155720000000015,2.218376
SM-13448,Cs4Cu6Ti2F24,4.177718,1.84895
SM-12109,Cu6Zr2Cs4F24,4.157611,1.907476
SM-16827,Cs2Mg1D4,3.9248629999999998,2.953018
SM-18386,Cs4D8Pd2,4.177549,2.9566500000000002
SM-1928,Hg1Cs2F4,3.79697,2.066566
SM-12110,Cs2Tl1Fe1F6,3.605393,2.432449
SM-12111,Cs2K1Mn1F6,3.139372,1.575025
SM-2143,Cs2Nb1F6,2.275046,0.235451
SM-13211,Pt1Cs2S6F6O18,3.610095,2.323397
SM-1931,Cs2Pd1F6,4.367258,2.343179
SM-2235,Cs2Pt1F6,4.702214,2.714052
SM-1932,Pt1Cs2F6,4.77586,2.818408
SM-1935,Tc1Cs2F6,4.445237,1.8685939999999999
SM-15454,Fe4Cs8O16,3.312204999999999,1.711822
SM-20176,Cs4K8Fe4O10,2.635836,1.437872
SM-16138,Cs16Ga8Sb16,1.6059929999999991,1.076413
SM-13881,Cs4Ge2S8,3.321253,2.271465
SM-16034,Se6Ge2Cs4,2.538338,1.603524
SM-17739,Cs4Ge2Se8,2.491387,1.583008
SM-16171,Ge4Te16Cs8,0.9403450000000001,0.48424000000000006
SM-17740,Cs8Ge8S20,3.47122,2.359826
SM-18550,Cs8Ge8Se20,2.497337,1.568522
SM-4055,Cs4Sn2Ge6O18,4.194183,2.503902
SM-15297,Cs4Ti2Ge6O18,4.441362,2.776094
SM-12116,Cs2Sn1N6H12,3.910212,2.61804
SM-13882,Cs2Te3O16H12,2.702638,1.659109
SM-15681,Hg3I8Cs2O1H2,2.507829,1.596683
SM-13883,Te1Cs2S1O10H6,4.041413,2.436778
SM-12117,Cs2Sn1O12H6,4.356935,2.527767
SM-16209,Cs2Hf1I6,3.089765,2.157573
SM-15699,Hf2Mo6Cs4O24,4.898011,3.484999
SM-16828,Cs4Hg2I8,2.915166,1.9966400000000002
SM-16829,Hg2I8Cs4,2.880564,1.966683
SM-2646,Hg1Cs2O2,3.469507,2.112441
SM-16830,Hg3I8Cs2,2.634427,1.714347
SM-15337,Hg6Cs4S8,2.7165150000000002,1.715146999999999
SM-12118,Cs2Hg3Sn2S8,2.524218,1.577134
SM-16831,Cs4Hg6Se8,2.039717,1.166847
SM-16056,Hg12Cs4S14,1.413657,0.6312989999999999
SM-17741,Cs4I8O22,4.035335,2.891698
SM-18379,I6Cs2Zr1O18,4.583183,3.319815
SM-17742,Pd1Cs2I6,1.412125,0.6460100000000001
SM-17743,Cs2Pd1I6,0.7187819999999999,0.082859
SM-17744,Cs2Pt1I6,1.393021,0.647339
SM-17745,Sn1Cs2I6,0.9362889999999999,0.200787
SM-17746,Cs2Te1I6,2.131113,1.36219
SM-203,Cs4I16,2.560606,1.752856
SM-12119,In4Cs8Na12O16,3.444185,2.066152
SM-5440,Cs4In6,0.154795,0.010232
SM-13449,Ir2Cs4Na4O8,2.14307,0.23985099999999998
